image_urls,chip_info,issue_date,is_obsolete
['http://themogh.org/cg_pix/nv/13790.jpg'],"CG013790 Current Denom: $1 Issued: 2003 Last Update: 2022-07-31 Color: White Inserts: 1 Brown, 1 Green Mold: H&C (RHC) Inlay: OOR-Red-FG Logo: Grinning Fish Catalog#: E0432 Contributed by: Greg Susong NGCB lists insert colors as chocolate & day green. Show",2022-07-31,False
['http://themogh.org/cg_pix/nv/15606.jpg'],"CG015606 Current Denom: $1 Issued: 2004 Last Update: 2022-07-31 Color: White Inserts: 1 Brown, 1 Green Mold: H&C (RHC) Inlay: OOR-Gray-FG Logo: Grinning Fish Catalog#: E0433 Contributed by: Greg Susong NGCB lists insert colors as chocolate & day green. Show",2022-07-31,False
