image_urls,chip_info
['http://themogh.org/cg_pix/nv/127735.jpg'],CG127735 Obsolete Issued: 1950s Added: 2017-05-29 Last Update: 2017-05-29 Color: White Mold: Hub Inlay: HS Gold Catalog#: V2145.wh Contributed by: David Sarles Show
['http://themogh.org/cg_pix/nv/127736.jpg'],"CG127736 Obsolete Series: 1 Issued: 1950s Added: 2019-05-29 Last Update: 2022-12-19 Color: Mustard Mold: ZigZag Inlay: HS Gold Catalog#: V2151.mu Contributed by: Greg Ikemoto CG127736 - Mustard - Shown CG297320 - Red BM Contributors: Greg Ikemoto, David Sarles Show"
[],CG127734 Obsolete Issued: 1950s Added: 2014-05-20 Last Update: 2014-05-20 Color: NAVY Mold: Hub Inlay: HS-GOLD Catalog#: V2145.nv Show
['http://themogh.org/cg_pix/nv/71810.jpg'],"CG071810 Obsolete Issued: 1953 Added: 2012-04-18 Last Update: 2014-05-20 Color: Green Mold: Wave Inlay: HS-GOLD Catalog#: N7812,gn Contributed by: Terry Shaffer Show"
['http://themogh.org/cg_pix/nv/63503.jpg'],CG063503 Obsolete Issued: 1953 Added: 2012-02-17 Last Update: 2014-05-20 Color: MUSTARD Mold: Wave Inlay: HS-GOLD Catalog#: N7812.mu Contributed by: Gary Acquistapace Show
['http://themogh.org/cg_pix/nv/63504.jpg'],CG063504 Obsolete Issued: 1953 Added: 2012-02-17 Last Update: 2014-05-20 Color: NAVY Mold: Wave Inlay: HS-GOLD Catalog#: N7812.nv Contributed by: John Chamberlain Show
[],CG127732 Obsolete Issued: 1953 Added: 2014-05-20 Last Update: 2014-05-20 Color: RED Mold: Wave Inlay: HS-GOLD Catalog#: N7812.rd Show
['http://themogh.org/cg_pix/nv/127733.jpg'],CG127733 Obsolete Issued: 1953 Added: 2014-05-20 Last Update: 2015-01-01 Color: White Mold: Wave Inlay: HS Gold Catalog#: N7812.wh Contributed by: John Chamberlain Show
"['http://themogh.org/cg_pix/nv/69044.jpg', 'http://themogh.org/cg_pix/nv/69044a.jpg']",CG069044 Obsolete Denom: $5 Issued: 1953 Added: 2012-03-25 Last Update: 2012-03-25 Color: RED Inserts: 3 Yellow Mold: Hub Inlay: HS-GOLD Catalog#: N4885 Contributed by: Gary Acquistapace Show
"['http://themogh.org/cg_pix/nv/69045.jpg', 'http://themogh.org/cg_pix/nv/69045a.jpg']",CG069045 Obsolete Denom: $5 Issued: 1953 Added: 2012-03-25 Last Update: 2012-03-25 Color: NAVY Inserts: 3 Yellow Mold: Hub Inlay: HS-GOLD Catalog#: N3177 Contributed by: Gary Acquistapace Show
"['http://themogh.org/cg_pix/nv/127737.jpg', 'http://themogh.org/cg_pix/nv/127737a.jpg']",CG127737 Obsolete Denom: $25 Issued: 1953 Added: 2017-08-30 Last Update: 2017-08-30 Color: Brown Inserts: 3 Yellow Mold: Hub Inlay: HS-GOLD Catalog#: N4884 Contributed by: David Sarles Show
[],
[],
