image_urls,chip_info,issue_date,is_obsolete
['http://themogh.org/cg_pix/nv/292117.jpg'],"CG292117 Current Denom: $5 Issued: 1975 Added: 2022-09-14 Color: Red Inserts: 3 Pink, 3 White Mold: House Inlay: R-BLACK/YEL Logo: Stagecoach Catalog#: N4614.C Contributed by: Greg Ikemoto No Verdi, NV - Notched and Drilled Show",2022-09-14,False
['http://themogh.org/cg_pix/nv/292118.jpg'],"CG292118 Current Denom: $25 Issued: 1989 Added: 2022-09-14 Color: Green Inserts: 3 Yellow, 3 Blue Mold: House Inlay: SCA-Black/Orange Logo: Stagecoach Catalog#: N9375.C Contributed by: Greg Ikemoto VERDI, NV Show",2022-09-14,False
['http://themogh.org/cg_pix/nv/128982.jpg'],"CG128982 Current Denom: $100 Issued: 1975 Added: 2020-08-30 Last Update: 2020-08-30 Color: Black Inserts: 3 Orange, 3 White Mold: H&C (SCV) Inlay: COG-White/Black Logo: Stagecoach Catalog#: V6689 Contributed by: David Sarles 1st Issue
No VERDI, NV - drilled Show",2020-08-30,False
['http://themogh.org/cg_pix/nv/292119.jpg'],"CG292119 Current Denom: $100 Issued: 1975 Added: 2022-09-14 Last Update: 2022-09-17 Color: Black Inserts: 3 Orange, 3 White Mold: House Inlay: COG-White/Black Logo: Stagecoach Catalog#: N9377.C Contributed by: David Sarles 1st Issue
No VERDI, NV - notched and drilled Show",2022-09-14,False
