image_urls,chip_info,issue_date,is_obsolete
['http://themogh.org/cg_pix/nv/311818.jpg'],CG311818 Current Denom: $5 Issued: 2014 Added: 2023-12-26 Color: Red Inserts: 3 sxs Yellow Mold: Plain Inlay: FG Catalog#: Not in TCR Contributed by: Shungo Okubo Icon Mint mark. No Total Rewards logo on either side. Show,2023-12-26,False
['http://themogh.org/cg_pix/nv/311821.jpg'],CG311821 Current Denom: $25 Issued: 2014 Added: 2023-12-26 Color: Green Inserts: 12 Gy/6 Bl Mold: Plain Inlay: FG Catalog#: Not in TCR Contributed by: Shungo Okubo Icon Mint mark. No Total Rewards logo on either side. Show,2023-12-26,False
['http://themogh.org/cg_pix/nv/311822.jpg'],CG311822 Current Denom: $100 Issued: 04/21/2014 Added: 2023-12-26 Color: Black Inserts: 6 Red/Lime Mold: Plain Inlay: OR-Black Catalog#: D1433 Contributed by: Shungo Okubo Icon Mint mark. No Total Rewards logo on either side. Show,2023-12-26,False
