image_urls,chip_info
['http://themogh.org/cg_pix/nv/37320.jpg'],CG037320 Obsolete Denom: 25¢ Issued: 1965 Added: 2011-05-28 Last Update: 2014-07-11 Color: PURPLE Mold: H&C (CJ) Inlay: HS-GOLD Logo: Carousel Catalog#: N3938 Contributed by: Terry Shaffer Show
['http://themogh.org/cg_pix/nv/37321.jpg'],CG037321 Obsolete Denom: 50¢ Issued: 1970 Added: 2011-05-28 Last Update: 2014-07-11 Color: BEIGE Mold: Nevada Inlay: HS-GOLD Catalog#: N1424 Contributed by: Terry Shaffer Parking Show
['http://themogh.org/cg_pix/nv/56763.jpg'],CG056763 Obsolete Denom: 50¢ Issued: 1970 Added: 2011-12-04 Last Update: 2014-07-11 Color: DK BLUE Mold: Nevada Inlay: HS-GOLD Catalog#: N1425 Contributed by: Alex Cilento Parking Show
['http://themogh.org/cg_pix/nv/130825.jpg'],CG130825 Obsolete Denom: 50¢ Issued: 1970 Added: 2014-07-11 Last Update: 2015-04-22 Color: Mustard Mold: Nevada Inlay: HS Gold Catalog#: E4087 Contributed by: Alex Cilento Parking Show
['http://themogh.org/cg_pix/nv/56764.jpg'],CG056764 Obsolete Denom: 50¢ Issued: 1970 Added: 2011-12-04 Last Update: 2014-07-11 Color: RED Mold: Nevada Inlay: HS-GOLD Catalog#: N1426 Contributed by: Alex Cilento Parking Show
"['http://themogh.org/cg_pix/nv/s/21088.jpg', 'http://themogh.org/cg_pix/nv/s/21088a.jpg']","CG021088 Obsolete Denom: $1 Issued: 1964 Last Update: 2021-10-28 Color: Maroon Inserts: 3-Green Mold: H&C (CJ) Inlay: R-White Logo: Carousel Catalog#: N1420 Contributed by: Cale Guthmiller Black O, L; Las Vegas Lot of 50 offered on eBay, May, 2017. Show"
['http://themogh.org/cg_pix/nv/02675.jpg'],"CG002675 Obsolete Denom: $1 Issued: 1964 Last Update: 2018-02-15 Color: Maroon Inserts: 3-Green Mold: H&C (CJ) Inlay: R-White Logo: Carousel Quantity: 7500 Catalog#: N1420.1 Contributed by: Greg Susong Grey O, L; Las Vegas Show"
['http://themogh.org/cg_pix/nv/02666.jpg'],CG002666 Obsolete Denom: $1 Issued: 1968 Last Update: 2018-02-15 Color: Gray Inserts: 3-Green Mold: HHR Inlay: R-White Quantity: 5000 Catalog#: N1428 Contributed by: Cale Guthmiller Show
['http://themogh.org/cg_pix/nv/29326.jpg'],CG029326 Obsolete Denom: $5 Issued: 1965 Added: 2011-01-15 Last Update: 2014-07-11 Color: MUSTARD Inserts: 3 Dk Pink Mold: H&C (CJ) Inlay: R-WHITE Quantity: 4000 Catalog#: N1427 Contributed by: Terry Shaffer Show
['http://themogh.org/cg_pix/nv/37319.jpg'],CG037319 Obsolete Denom: $5 Issued: 1967 Added: 2011-05-28 Last Update: 2014-07-11 Color: NAVY Inserts: 3 CREAM Mold: HHR Inlay: R-WHITE Quantity: 2000 Catalog#: N1423 Contributed by: Terry Shaffer Show
['http://themogh.org/cg_pix/nv/63324.jpg'],CG063324 Obsolete Denom: $5 Issued: 1967 Added: 2012-02-15 Last Update: 2022-11-02 Color: Navy Inserts: 3 Gray Mold: HHR Inlay: R-WHITE Quantity: 3000 Catalog#: N4279 Contributed by: Gary Acquistapace Gray inserts Show
['http://themogh.org/cg_pix/nv/029327.jpg'],CG029327 Obsolete Denom: $25 Issued: 1965 Added: 2011-01-15 Last Update: 2020-07-01 Color: Green Inserts: 3-Blue 3-Orange Mold: H&C (CJ) Inlay: R-WHITE Quantity: 2000 Catalog#: N1422 Contributed by: Steve Clark Show
['http://themogh.org/cg_pix/nv/56765.jpg'],CG056765 Obsolete Denom: $25 Issued: 1967 Added: 2011-12-04 Last Update: 2014-07-11 Color: Green Inserts: 3 Orange Mold: HHR Inlay: R-WHITE Logo: Carousel Quantity: 1000 Catalog#: N1418 Contributed by: Terry Shaffer Show
['http://themogh.org/cg_pix/nv/29212.jpg'],CG029212 Obsolete Denom: $100 Issued: 1965 Added: 2011-01-14 Last Update: 2014-07-11 Color: BLACK Inserts: 4 Beige Mold: H&C (CJ) Inlay: R-WHITE Logo: Carousel Quantity: 1000 Catalog#: N1417 Contributed by: Terry Shaffer Show
['http://themogh.org/cg_pix/nv/56766.jpg'],CG056766 Obsolete Denom: $100 Issued: 1967 Added: 2011-12-04 Last Update: 2014-07-11 Color: BLACK Inserts: 3 Beige Mold: HHR Inlay: R-WHITE Logo: Carousel Quantity: 300 Catalog#: N4276 Contributed by: Alex Cilento Show
[],
