image_urls,chip_info
['http://themogh.org/cg_pix/nv/45802.jpg'],CG045802 Obsolete Denom: 25¢ Issued: 1969 Added: 2011-10-06 Last Update: 2011-10-06 Color: BEIGE Mold: H&C (CJ) Inlay: HS Gold Catalog#: N3116 Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/45803.jpg'],CG045803 Obsolete Denom: 50¢ Issued: 1969 Added: 2011-10-06 Last Update: 2011-10-06 Color: PURPLE Mold: H&C (CJ) Inlay: R-Gold Logo: Logo Catalog#: V2164 Contributed by: Alex Cilento Show
"['http://themogh.org/cg_pix/nv/19597.jpg', 'http://themogh.org/cg_pix/nv/19597a.jpg']",CG019597 Obsolete Denom: $1 Issued: 1967 Last Update: 2014-03-24 Color: Ochre Mold: SCrown Inlay: R-MULTI Logo: Stagecoach Quantity: 500 Catalog#: N6722 Contributed by: Greg Susong Promo host chip - Ted Fogel Show
"['http://themogh.org/cg_pix/nv/041376.jpg', 'http://themogh.org/cg_pix/nv/041376a.jpg']",CG041376 Obsolete Denom: $1 Issued: 1967 Added: 2021-08-02 Last Update: 2021-08-02 Color: Ochre Mold: SCrown Inlay: R-MULTI Logo: Stagecoach Quantity: 1000 Catalog#: E9343 Contributed by: Michael Stacy Promo host chip - Sy Geller Show
"['http://themogh.org/cg_pix/nv/022208.jpg', 'http://themogh.org/cg_pix/nv/022208a.jpg']",CG022208 Obsolete Denom: $1 Issued: 1967 Added: 2023-02-08 Last Update: 2023-02-08 Color: Ochre Mold: SCrown Inlay: R-MULTI Logo: Stagecoach Quantity: 500 Catalog#: N6721.C Contributed by: Charles Kaplan Promo host chip - Si Kriegel All known examples are drilled. Show
"['http://themogh.org/cg_pix/nv/s/20958.jpg', 'http://themogh.org/cg_pix/nv/s/20958a.jpg']",CG020958 Obsolete Denom: $1 Issued: 1967 Last Update: 2014-03-24 Color: Ochre Mold: SCrown Inlay: R-MULTI Logo: Stagecoach Quantity: 1000 Catalog#: N6720.C Contributed by: Ernie Molinari Promo host chip - Sam Landy Show
['http://themogh.org/cg_pix/nv/s/19382.jpg'],"CG019382 Obsolete Denom: $1 Issued: 1969 Last Update: 2020-08-16 Color: Turquoise Mold: H&C (CJ) Inlay: R-GOLD Logo: Cowboy & Indian Quantity: 7500 Catalog#: N1368 Contributed by: Steve Bedo Chip Card order lists chip color as ""Day-Glo Blue"" Show"
['http://themogh.org/cg_pix/nv/22209.jpg'],CG022209 Obsolete Denom: $1 Issued: 1969 Last Update: 2014-03-24 Color: Dk Green Mold: H&C (CJ) Inlay: HS-GOLD Logo: Card Room Catalog#: E4369 Contributed by: Ernie Molinari Show
[],CG128242 Obsolete Denom: $5 Issued: 1960s Added: 2014-05-26 Last Update: 2014-05-26 Color: Orange Inserts: 3 Black Mold: SCrown Inlay: R-Multi Logo: Stagecoach Catalog#: V3736 pic of stagecoach Show
['http://themogh.org/cg_pix/nv/45805.jpg'],"CG045805 Obsolete Denom: $5 Issued: 1967 Added: 2011-10-06 Last Update: 2014-05-26 Color: RED Inserts: 4 Mustard, 4 Gray Mold: SCrown Inlay: R-Multi Logo: Stagecoach Catalog#: N8009 Contributed by: Alex Cilento pic of stagecoach Show"
['http://themogh.org/cg_pix/nv/45804.jpg'],CG045804 Obsolete Denom: $5 Issued: 1969 Added: 2011-10-06 Last Update: 2014-05-26 Color: MUSTARD Inserts: 3-Maroon Mold: H&C (CJ) Inlay: R-GOLD Logo: Logo Catalog#: N7410 Contributed by: Huff Jones Show
['http://themogh.org/cg_pix/nv/093443.jpg'],"CG093443 Obsolete Denom: $25 Issued: 1967 Added: 2012-12-02 Last Update: 2014-05-20 Color: Green Inserts: 4 Orange Mold: SCrown Inlay: R-Multi Logo: Stagecoach Catalog#: N1271 Contributed by: Barry ""barrychip"" Weintraub pic of stagecoach Show"
[],CG128243 Obsolete Denom: $25 Issued: 1969 Added: 2014-05-26 Last Update: 2014-05-26 Color: Green Inserts: 3 Orange Mold: H&C (CJ) Inlay: R-Gold Catalog#: V3737 Show
[],CG128244 Obsolete Denom: $25 Issued: 1969 Added: 2014-05-26 Last Update: 2014-05-26 Color: Burnt Orange Inserts: 4 Orange Mold: SCrown Inlay: R-White Catalog#: N6604 pic of stagecoach; Blank Reverse Show
['http://themogh.org/cg_pix/nv/93476.jpg'],CG093476 Obsolete Denom: $100 Issued: 1967 Added: 2012-12-02 Last Update: 2012-12-02 Color: Black Inserts: 4 Red/Mustard Mold: SCrown Inlay: R-Multi Logo: Stagecoach Catalog#: N3840 Show
['http://themogh.org/cg_pix/nv/45806.jpg'],CG045806 Obsolete Denom: $100 Issued: 1969 Added: 2011-10-06 Last Update: 2017-05-26 Color: Black Inserts: 3 Beige Mold: H&C (CJ) Inlay: R-Gold Logo: Logo Catalog#: V3738 Contributed by: Alex Cilento Show
[],
