image_urls,chip_info,issue_date,is_obsolete
['http://themogh.org/cg_pix/nv/s/20628.jpg'],"CG020628 Current Denom: $1 Issued: 2002 Last Update: 2023-03-16 Color: White Mold: Plain Mftr: Chipco Inlay: Satin Logo: Coyote Catalog#: Not in TCR Contributed by: Tim Harry Blue background, casino name and $1 are darker Show",2023-03-16,False
['http://themogh.org/cg_pix/nv/302419.jpg'],"CG302419 Current Denom: $1 Added: 2023-03-16 Color: White Mold: Plain Mftr: Chipco Inlay: Satin Logo: Coyote Catalog#: N0681.1 Contributed by: Tim Harry Blue background, casino name and $1 are lighter Show",2023-03-16,False
