image_urls,chip_info
"['http://themogh.org/cg_pix/nv/59087.jpg', 'http://themogh.org/cg_pix/nv/59087a.jpg']",CG059087 Obsolete Denom: 25¢ Issued: 1953 Added: 2011-12-27 Last Update: 2011-12-27 Color: Maroon Mold: T's Inlay: HS Gold Catalog#: N1471 Contributed by: Alex Cilento Show
"['http://themogh.org/cg_pix/nv/41602.jpg', 'http://themogh.org/cg_pix/nv/41602a.jpg']",CG041602 Obsolete Denom: 25¢ Issued: 1958 Added: 2011-08-19 Last Update: 2016-10-17 Color: Purple Mold: LCrown Inlay: HS-GOLD Logo: EMC Catalog#: E4503 Contributed by: Terry Shaffer Show
['http://themogh.org/cg_pix/nv/s/19668.jpg'],CG019668 Obsolete Denom: $1 Issued: 1964 Last Update: 2016-10-17 Color: Gray Mold: SCrown Inlay: OR-WHITE Logo: Zebra Quantity: 2000 Catalog#: N6719 Contributed by: Dick Bartley Show
"['http://themogh.org/cg_pix/nv/91232.jpg', 'http://themogh.org/cg_pix/nv/91232a.jpg']",CG091232 Obsolete Denom: $1 Issued: 1964 Added: 2012-10-18 Last Update: 2014-01-05 Color: Gray Mold: SCrown Inlay: OR-WHITE Logo: Zebra Catalog#: N6719.E $1/$5 ERROR Show
['http://themogh.org/cg_pix/nv/23376.jpg'],CG023376 Obsolete Denom: $5 Issued: 1940s Added: 2010-11-16 Last Update: 2012-02-28 Color: Yellow Inserts: 3 Black Mold: Diamond Inlay: HS-GOLD Catalog#: E4502 Contributed by: Terry Shaffer Show
['http://themogh.org/cg_pix/nv/32222.jpg'],CG032222 Obsolete Denom: $5 Issued: 1950s Added: 2011-02-24 Last Update: 2012-02-28 Color: Fuchsia Inserts: 2 YELLOW Mold: HCE Inlay: R-WHITE Catalog#: E8771 Contributed by: Terry Shaffer Show
"['http://themogh.org/cg_pix/nv/59088.jpg', 'http://themogh.org/cg_pix/nv/59088a.jpg']",CG059088 Obsolete Denom: $5 Issued: 1952 Added: 2011-12-27 Last Update: 2011-12-27 Color: Lavender Inserts: 3 Na Mold: T's Inlay: HS Gold Catalog#: N7668 Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/40767.jpeg'],CG040767 Obsolete Denom: $5 Issued: 1964 Added: 2011-08-07 Last Update: 2016-10-17 Color: Orange/Brown Inserts: 1/4 Pie Mold: SCrown Inlay: LHUB-WHITE Logo: Zebra Quantity: 2000 Catalog#: N7559 Contributed by: Albert Scalzo (LM-2995-2) Show
[],"CG166334 Obsolete Denom: $5 Issued: 1964 Added: 2016-07-10 Last Update: 2016-10-17 Color: Orange/Brown Inserts: 1/4 Pie Mold: SCrown Inlay: LHUB-WHITE Logo: Zebra Catalog#: N7559.E $5 inlay on one side, $1 inlay on the other. Show"
['http://themogh.org/cg_pix/nv/59089.jpg'],CG059089 Obsolete Denom: $25 Issued: 1950s Added: 2011-12-27 Last Update: 2012-02-28 Color: NAVY Inserts: 2 Red Mold: HCE Inlay: OR-WHITE Logo: Zebra Catalog#: E4501 Contributed by: Terry Shaffer Show
[],
[],
