image_urls,chip_info
"['http://themogh.org/cg_pix/nv/154987.jpg', 'http://themogh.org/cg_pix/nv/154987a.jpg']",CG154987 Obsolete Denom: $5 Issued: 1940 Added: 2016-01-01 Color: Yellow Mold: Hub Inlay: HS Gold Catalog#: N9501 VTS (Virgil T. Smith) Show
"['http://themogh.org/cg_pix/nv/163006.jpg', 'http://themogh.org/cg_pix/nv/163006a.jpg']",CG163006 Obsolete Denom: $5 Issued: 1940s Added: 2016-05-13 Color: Yellow Mold: HCE Inlay: HS-GOLD Catalog#: V3910 Contributed by: David Sarles VTS (Virgil T. Smith) Show
"['http://themogh.org/cg_pix/nv/156775.jpeg', 'http://themogh.org/cg_pix/nv/156775a.jpeg']",CG156775 Obsolete Denom: $5 Issued: 1940s Added: 2016-01-30 Color: Yellow Mold: ZigZag Inlay: HS Gold Catalog#: V3911 Contributed by: Torrey Morand VTS (Virgil T. Smith) Show
"['http://themogh.org/cg_pix/nv/154988.jpg', 'http://themogh.org/cg_pix/nv/154988a.jpg']",CG154988 Obsolete Denom: $25 Issued: 1940 Added: 2016-01-01 Color: Brown Mold: Hub Inlay: HS Gold Catalog#: N9502 VTS (Virgil T. Smith) Show
"['http://themogh.org/cg_pix/nv/181550.jpg', 'http://themogh.org/cg_pix/nv/181550a.jpg']",CG181550 Obsolete Denom: $25 Issued: 1940s Added: 2017-07-03 Color: Brown Mold: HCE Inlay: HS Gold Catalog#: V3912 Contributed by: Sherry and Johnny Mac VTS (Virgil T. Smith) Show
"['http://themogh.org/cg_pix/nv/216166.jpg', 'http://themogh.org/cg_pix/nv/216166a.jpg']",CG216166 Obsolete Denom: $25 Issued: 1940s Added: 2018-12-01 Color: Brown Mold: ZigZag Inlay: HS Gold Catalog#: NotInTCR Contributed by: Fred DeKeyser VTS (Virgil T. Smith) Show
"['http://themogh.org/cg_pix/nv/102070.jpg', 'http://themogh.org/cg_pix/nv/102070a.jpg']",CG102070 Obsolete Denom: $50 Issued: 1946 Added: 2013-04-27 Last Update: 2013-04-27 Color: Green Mold: LCrown Inlay: HS Gold Catalog#: N4928 Contributed by: Steve Clark Show
"['http://themogh.org/cg_pix/nv/69047.jpg', 'http://themogh.org/cg_pix/nv/69047a.jpg']",CG069047 Obsolete Denom: $100 Issued: 1946 Added: 2012-03-25 Last Update: 2012-03-25 Color: NAVY Mold: LCrown Inlay: HS Gold Catalog#: N4925 Contributed by: Gary Acquistapace Show
[],
[],
