image_urls,chip_info
['http://themogh.org/cg_pix/nv/13950.jpg'],CG013950 Obsolete Denom: $1 Issued: 1988 Last Update: 2019-09-05 Color: White Inserts: 4-Brown Mold: 4Rectl (Denom) Inlay: CIC-Brass Catalog#: N1491 Contributed by: Greg Susong Thick arcs - small $1 Show
['http://themogh.org/cg_pix/nv/63697.jpg'],CG063697 Obsolete Denom: $1 Issued: 1988 Added: 2012-02-18 Last Update: 2019-09-10 Color: White Inserts: 4-Brown Mold: 4Rectl (Denom) Inlay: CIC-Brass Catalog#: N1491.1 Contributed by: Cale Guthmiller Thin arcs - small $1 Show
['http://themogh.org/cg_pix/nv/66367.jpg'],CG066367 Obsolete Denom: $1 Issued: 1988 Added: 2012-03-06 Last Update: 2019-09-10 Color: White Inserts: 4-Brown Mold: 4Rectl (Denom) Inlay: CIC-Brass Catalog#: N1491.2 Contributed by: David Spragg Thin arcs - large $1 Show
['http://themogh.org/cg_pix/nv/58226.jpg'],CG058226 Obsolete Denom: $5 Issued: 1988 Added: 2011-12-19 Last Update: 2019-09-09 Color: Red Inserts: 8 Gray Mold: Dome (Denom) Inlay: CIC-Brass Catalog#: N1902 Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/58227.jpg'],CG058227 Obsolete Denom: $5 Issued: 1988 Added: 2011-12-19 Last Update: 2018-11-08 Color: Red Inserts: 8 Ye Mold: Dome (Denom) Inlay: CIC - Silver Catalog#: N0543.C Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/190366.jpg'],CG190366 Obsolete Denom: $5 Issued: 1988 Added: 2017-12-19 Last Update: 2019-08-26 Color: Red Inserts: 8 Ye Mold: Dome (Denom) Inlay: CIC-Silver Catalog#: N0543 Contributed by: David Sarles Show
['http://themogh.org/cg_pix/nv/58228.jpg'],CG058228 Obsolete Denom: $25 Issued: 1988 Added: 2011-12-19 Last Update: 2018-11-08 Color: Green Inserts: 4 Ye Mold: 4Triangle (Denom) Inlay: CIC - Brass Catalog#: N0541 Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/58229.jpg'],CG058229 Obsolete Denom: $25 Issued: 1988 Added: 2011-12-19 Last Update: 2018-11-08 Color: Green Inserts: 4 Wh Mold: 4Triangle (Denom) Inlay: CIC - Silver Catalog#: N0538 Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/58230.jpg'],CG058230 Obsolete Denom: $100 Issued: 1988 Added: 2011-12-19 Last Update: 2018-11-08 Color: Black Inserts: 4 Pk Mold: 4X3Hub (Denom) Inlay: CIC - Brass Catalog#: N0406 Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/58231.jpg'],CG058231 Obsolete Denom: $100 Issued: 1988 Added: 2011-12-19 Last Update: 2018-11-08 Color: Black Inserts: 4 Gy Mold: 4X3Hub (Denom) Inlay: CIC - Silver Catalog#: N8143 Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/58234.jpg'],CG058234 Obsolete Denom: $500 Issued: 1988 Added: 2011-12-19 Last Update: 2018-01-18 Color: Blue Inserts: 4 Wh/Bl/Wh/Bl/Wh Mold: 4X2Hub (Denom) Inlay: CIC-Brass Catalog#: N0411 Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/58235.jpg'],CG058235 Obsolete Denom: $500 Issued: 1988 Added: 2011-12-19 Last Update: 2018-01-18 Color: Blue Inserts: 4 Pk/Bl/Pk/Bl/Pk Mold: 4X2Hub (Denom) Inlay: CIC-Silver Catalog#: N8144.C Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/58236.jpg'],CG058236 Obsolete Denom: $1000 Issued: 1988 Added: 2011-12-19 Last Update: 2018-01-20 Color: Orange Inserts: 4 Bl/Wh/Bl Mold: 4X2Rectl (Denom) Inlay: CIC-Brass Catalog#: N0402.C Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/58237.jpg'],CG058237 Obsolete Denom: $1000 Issued: 1988 Added: 2011-12-19 Last Update: 2018-01-18 Color: Brown Inserts: 4 Wh/Gy/Wh Mold: 4x2Rectl (Denom) Inlay: CIC-Silver Catalog#: N8146.C Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/143668.jpg'],CG143668 Obsolete Denom: $1000 Issued: 1988 Added: 2015-05-17 Last Update: 2019-08-29 Color: Orange Inserts: 4 Bl/Wh/Bl Mold: 4X2Rectl (Denom) Inlay: CIC-Brass Catalog#: N0402 Show
['http://themogh.org/cg_pix/nv/143670.jpg'],CG143670 Obsolete Denom: $5000 Issued: 1988 Added: 2015-05-17 Last Update: 2019-08-29 Color: Navy Inserts: 4 Lgn/Ye/Lgn/Ye/Lgn Mold: 4Rectl Inlay: CIC-Brass Catalog#: NotInTCR Show
['http://themogh.org/cg_pix/nv/58238.jpg'],CG058238 Obsolete Denom: $5000 Issued: 1988 Added: 2011-12-19 Last Update: 2018-01-18 Color: Yellow Inserts: 8 Nv/Bl/Nv Mold: 4Rectl (Denom) Inlay: CIC-Brass Catalog#: N8147.C Contributed by: Alex Cilento Show
