image_urls,chip_info
['http://themogh.org/cg_pix/nv/88783.jpg'],"CG088783 Current Denom: $1 Issued: 08/14/2012 Added: 2012-08-15 Last Update: 2014-02-20 Color: White Inserts: 4-Blue Mold: Sun Inlay: OOR-MULTI-FG Logo: Logo Catalog#: D0757 Contributed by: Sheldon Smith LAS VEGAS, NV Show"
['http://themogh.org/cg_pix/nv/119125.jpg'],"CG119125 Current Denom: $1 Issued: 2014 Added: 2013-12-24 Last Update: 2014-03-14 Color: White Inserts: 4-Blue Mold: Sun Inlay: OOR-MULTI-WG Logo: Logo Catalog#: D1376 Contributed by: Roger Herman LAS VEGAS, NV Show"
['http://themogh.org/cg_pix/nv/174747.jpg'],"CG174747 Obsolete Denom: $1 Issued: 2017 Added: 2017-01-06 Last Update: 2020-06-18 Color: White Inserts: 3-Lavender Mold: H&C (RHC) Inlay: OR-GREY Logo: Logo Catalog#: TCR# D2503 Contributed by: Ross Poppel Updated by: Roger Herman NGCB calls the color of the inserts ""Hawaii Flower"". Show"
['http://themogh.org/cg_pix/nv/88784.jpg'],CG088784 Current Denom: $5 Issued: 08/14/2012 Added: 2012-08-15 Last Update: 2013-08-04 Color: Red Inserts: 3 sxs Gray Mold: Sun Inlay: OOR-Black Logo: Logo Catalog#: NotInTCR Contributed by: Sheldon Smith Show
['http://themogh.org/cg_pix/nv/174748.jpg'],"CG174748 Current Denom: $5 Issued: 2017 Added: 2017-01-06 Last Update: 2019-10-08 Color: Pink Inserts: 2pch, 2grn Mold: H&C (RHC) Inlay: R-Multi Catalog#: NotInTCR Contributed by: Ross Poppel Show"
['http://themogh.org/cg_pix/nv/88785.jpg'],"CG088785 Current Denom: $25 Issued: 08/14/2012 Added: 2012-08-15 Last Update: 2013-08-04 Color: Green Inserts: 3 Brown, 3 Lt Brown Mold: Sun Inlay: OOR-Black Logo: Logo Catalog#: NotInTCR Contributed by: Sheldon Smith Show"
['http://themogh.org/cg_pix/nv/174749.jpg'],CG174749 Current Denom: $25 Issued: 2017 Added: 2017-02-04 Last Update: 2022-03-22 Color: Day Green Inserts: Dolphin Blue & Peach Mold: H&C (RHC) Catalog#: D2514 Contributed by: Ross Poppel Updated by: Todd Barret Show
['http://themogh.org/cg_pix/nv/88786.jpg'],CG088786 Current Denom: $100 Issued: 08/14/2012 Added: 2012-08-15 Last Update: 2013-08-04 Color: Black Inserts: 4 sxs Red Mold: Sun Inlay: OOR-Black Logo: Logo Catalog#: NotInTCR Contributed by: Sheldon Smith Show
['http://themogh.org/cg_pix/nv/174750.jpg'],"CG174750 Current Denom: $100 Issued: 2017 Added: 2017-01-06 Last Update: 2022-03-22 Color: Black Inserts: Rubine Red, Ice Blue & Lime Gr Mold: H&C (RHC) Inlay: OR-Multi Catalog#: NotInTCR Contributed by: Todd Barrett Show"
['http://themogh.org/cg_pix/nv/174751.jpg'],"CG174751 Current Denom: $500 Issued: 2017 Added: 2022-04-05 Last Update: 2022-04-05 Color: Orchid Inserts: Lt. Blue, Daisy & Light Violet Mold: H&C (IHC) Catalog#: NotInTCR Contributed by: Shungo Okubo 43MM Show"
[],CG174752 Current Denom: $1000 Issued: 2017 Added: 2017-01-06 Last Update: 2022-03-22 Color: Canary (yellow) Inserts: Rubine Red & Coffee Mold: H&C (IHC) Catalog#: NotInTCR 43MM Show
[],CG174753 Current Denom: $5000 Issued: 2017 Added: 2017-01-06 Last Update: 2022-03-22 Color: Blaze Orange Inserts: Blurple & Off-White Mold: H&C (IHC) Catalog#: NotInTCR 43MM Show
[],
