image_urls,chip_info
[],CG130789 Obsolete Issued: 1935 Added: 2014-07-11 Last Update: 2020-12-31 Color: Mustard Mold: Hub Inlay: HS-GOLD Logo: C-VL Catalog#: N9425 Show
[],CG090493 Obsolete Denom: $1 Issued: 1935 Added: 2012-09-18 Last Update: 2020-12-31 Color: Blue Mold: Hub Inlay: HS-GOLD Logo: C-VL Catalog#: N8065 Show
['http://themogh.org/cg_pix/nv/11603.jpg'],CG011603 Obsolete Denom: $1 Issued: 1954 Last Update: 2020-12-31 Color: Black Inserts: 3-Red Mold: SmKey Inlay: R-BLUE Logo: Map Catalog#: N4995 Contributed by: Greg Susong Show
[],"CG090494 Obsolete Denom: $1 Issued: 1950s Added: 2012-09-18 Last Update: 2020-12-31 Color: Black Inserts: 3-Red-Brown Mold: SCrown Inlay: R-BLUE Catalog#: N4994 Red, grey Show"
[],CG130791 Obsolete Denom: $5 Issued: 1935 Added: 2014-07-11 Last Update: 2014-07-11 Color: RED Mold: Hub Inlay: HS-GOLD Catalog#: N8066 C-VL Show
[],CG130790 Obsolete Denom: $5 Issued: 1930s Added: 2014-07-11 Last Update: 2020-12-31 Color: Cream Mold: Diamond Inlay: HS-GOLD Catalog#: V7711 CVL Attributed to... Show
['http://themogh.org/cg_pix/nv/41194.jpg'],CG041194 Obsolete Denom: $5 Issued: 1948 Added: 2011-08-13 Last Update: 2014-07-11 Color: Green Inserts: 3 GRAY Mold: SmKey Inlay: R-BLUE Catalog#: N7043 Contributed by: Frank Steward Show
[],CG130792 Obsolete Denom: $10 Issued: 1935 Added: 2014-07-11 Last Update: 2014-07-11 Color: ORANGE Mold: Hub Inlay: HS-GOLD Catalog#: N8067 C-VL Show
[],CG130793 Obsolete Denom: $20 Issued: 1935 Added: 2014-07-11 Last Update: 2014-07-11 Color: BROWN Mold: Hub Inlay: HS-GOLD Catalog#: N8068 C-VL Show
"['http://themogh.org/cg_pix/nv/130794.jpg', 'http://themogh.org/cg_pix/nv/130794a.jpg']",CG130794 Obsolete Denom: $25 Issued: 1930s Added: 2017-08-21 Last Update: 2017-08-21 Color: Black Mold: Diamond Inlay: HS-GOLD Catalog#: N0751 Contributed by: David Sarles CVL Attributed to... Show
"['http://themogh.org/cg_pix/nv/287327.jpg', 'http://themogh.org/cg_pix/nv/287327a.jpg']",CG287327 Obsolete Denom: $25 Issued: 1946 Added: 2022-06-25 Last Update: 2022-06-25 Color: Orange Inserts: 2 Red Mold: LCrown Inlay: HS-Gold Catalog#: NotinTCR Contributed by: Luke Rapley Show
['http://themogh.org/cg_pix/nv/29214.jpg'],CG029214 Obsolete Denom: $25 Issued: 1948 Added: 2011-01-14 Last Update: 2014-07-11 Color: NAVY Inserts: 3 GRAY Mold: SmKey Inlay: R-BLUE Catalog#: N6978 Show
"['http://themogh.org/cg_pix/nv/130795.jpeg', 'http://themogh.org/cg_pix/nv/130795a.jpeg']",CG130795 Obsolete Denom: $100 Issued: 1930s Added: 2016-01-30 Last Update: 2016-01-30 Color: Green Mold: Diamond Inlay: HS Gold Catalog#: N0750 Contributed by: Torrey Morand CVL Attributed to... Show
[],
[],
