image_urls,chip_info
['http://themogh.org/cg_pix/nv/151480.jpg'],CG151480 Obsolete Added: 2015-10-12 Color: Orange Mold: H&C (SCV) Inlay: HS-Gold Catalog#: NotInTCR Contributed by: John K. Kallman Dealer School Chip (No Denomination) Show
['http://themogh.org/cg_pix/nv/127338.jpg'],CG127338 Show Casinos Obsolete Denom: 50¢ Added: 2014-05-18 Last Update: 2022-04-01 Color: Navy Mold: HCE Inlay: HS-Gold Logo: Gaming School Catalog#: NotInTCR Contributed by: Ron Clewell Show
['http://themogh.org/cg_pix/nv/020597.jpg'],CG020597 Show Casinos Obsolete Denom: $1 Last Update: 2022-04-01 Mold: H&C (SCV) Inlay: HS-Gold Catalog#: CCI-1a Contributed by: Shane Wilson Updated by: Kevin Aydelott Show
['http://themogh.org/cg_pix/nv/13226.jpg'],CG013226 Show Casinos Obsolete Denom: $1 Issued: 1970s Last Update: 2022-04-01 Color: Beige Mold: HCE Inlay: HS-Gold Logo: Gaming School Catalog#: E0188 Contributed by: Greg Susong Show
['http://themogh.org/cg_pix/nv/67923.jpg'],CG067923 Obsolete Denom: $1 Issued: 1980s Added: 2012-03-17 Last Update: 2014-02-14 Color: BEIGE Mold: H&C (SCV) Inlay: HS-GOLD Logo: Gaming School Catalog#: E9462 Contributed by: Kevin Aydelott Show
['http://themogh.org/cg_pix/nv/67834.jpg'],CG067834 Obsolete Denom: $1 Added: 2012-03-16 Last Update: 2014-02-14 Color: White Mold: H&C (SCV) Inlay: HS-GOLD Logo: 1 Catalog#: NotInTCR Contributed by: Kevin Aydelott Show
['http://themogh.org/cg_pix/nv/88543.jpg'],CG088543 Show Casinos Obsolete Denom: $2.50 Added: 2012-08-09 Last Update: 2012-08-09 Color: Pink Mold: H&C (SCV) Inlay: HS Gold Catalog#: E8909 Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/127339.jpg'],CG127339 Show Casinos Obsolete Denom: $2.50 Added: 2014-05-18 Last Update: 2022-04-01 Color: Pink Mold: HCE Inlay: HS-Gold Logo: Gaming School Catalog#: NotInTCR Contributed by: Ron Clewell Show
['http://themogh.org/cg_pix/nv/88544.jpg'],CG088544 Show Casinos Obsolete Denom: $5 Added: 2012-08-09 Last Update: 2013-05-27 Color: Red Mold: H&C (SCV) Inlay: HS Gold Catalog#: N9443 Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/152767.jpg'],CG152767 Obsolete Denom: $5 Added: 2015-11-08 Color: Red Inserts: N/A Mold: H&C (SCV) Inlay: HS Logo: Gaming School Catalog#: NotInTCR Contributed by: John K. Kallman Show
['http://themogh.org/cg_pix/nv/151392.jpg'],CG151392 Show Casinos Obsolete Denom: $5 Issued: 1970s Added: 2015-10-11 Last Update: 2022-04-01 Color: Red Mold: HCE Inlay: HS-Gold Catalog#: N9443 Contributed by: John K. Kallman Dealer School Show
['http://themogh.org/cg_pix/nv/151390.jpg'],CG151390 Show Casinos Obsolete Denom: $20 Added: 2015-11-07 Last Update: 2022-04-01 Color: Yellow Mold: HCE Inlay: HS-Gold Catalog#: NotInTCR Contributed by: John K. Kallman Show
['http://themogh.org/cg_pix/nv/173922.jpg'],CG173922 Show Casinos Obsolete Denom: $20 Issued: 1980s Added: 2016-12-11 Last Update: 2022-04-01 Color: Yellow Mold: H&C (LCV) Inlay: HS-Gold Catalog#: D1421.L Contributed by: Luke Rapley Show
['http://themogh.org/cg_pix/nv/88545.jpg'],CG088545 Show Casinos Obsolete Denom: $20 Issued: 1980s Added: 2012-08-09 Last Update: 2022-04-01 Color: Yellow Mold: H&C (SCV) Inlay: HS-Gold Catalog#: D1421 Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/40426.jpg'],CG040426 Show Casinos Obsolete Denom: $25 Issued: 1970s Added: 2011-08-02 Last Update: 2022-04-01 Color: Green Mold: HCE Inlay: HS-Gold Catalog#: V8182 Contributed by: Al David Show
['http://themogh.org/cg_pix/nv/127341.jpg'],CG127341 Show Casinos Obsolete Denom: $25 Issued: 1980s Added: 2014-05-18 Last Update: 2022-04-01 Color: Green Mold: H&C (SCV) Inlay: HS-Gold Logo: Gaming School Catalog#: V9464 Contributed by: Ron Clewell Show
['http://themogh.org/cg_pix/nv/88546.jpg'],CG088546 Show Casinos Obsolete Denom: $100 Added: 2012-08-09 Last Update: 2012-08-09 Color: Black Mold: H&C (SCV) Inlay: HS Gold Catalog#: E8910 Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/127340.jpg'],CG127340 Show Casinos Obsolete Denom: $100 Issued: 1970s Added: 2014-05-18 Last Update: 2022-04-01 Color: Black Mold: HCE Inlay: HS-Gold Logo: Gaming School Catalog#: V8183 Contributed by: Ron Clewell Show
['http://themogh.org/cg_pix/nv/88547.jpg'],CG088547 Show Casinos Obsolete Denom: $500 Added: 2012-08-09 Last Update: 2012-08-09 Color: Purple Mold: H&C (SCV) Inlay: HS Gold Catalog#: E8911 Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/88548.jpg'],CG088548 Show Casinos Obsolete Denom: $500 Issued: 1970s Added: 2012-08-09 Last Update: 2014-05-18 Color: Purple Mold: HCE Inlay: HS Gold Catalog#: V8184 Contributed by: Alex Cilento Show
[],
