image_urls,chip_info
"['http://themogh.org/cg_pix/nv/126409.jpg', 'http://themogh.org/cg_pix/nv/126409a.jpg']",CG126409 Obsolete Denom: 5¢ Issued: 1956 Added: 2014-04-27 Last Update: 2014-04-27 Color: Green Mold: SmKey Inlay: HS Gold Catalog#: V2297 Contributed by: Steve Kuriscak Show
"['http://themogh.org/cg_pix/nv/157636.jpg', 'http://themogh.org/cg_pix/nv/157636a.jpg']",CG157636 Obsolete Denom: 10¢ Issued: 1956 Added: 2016-02-21 Last Update: 2017-08-05 Color: Mustard Mold: Arodie Inlay: HS-GOLD Catalog#: D1841 Show
"['http://themogh.org/cg_pix/nv/268390.jpg', 'http://themogh.org/cg_pix/nv/268390a.jpg']",CG268390 Obsolete Denom: 50¢ Issued: 1956 Added: 2021-07-08 Color: Purple Mold: SmKey Inlay: HS Gold Catalog#: N7355 Contributed by: Greg Ikemoto Show
"['http://themogh.org/cg_pix/nv/022276.jpg', 'http://themogh.org/cg_pix/nv/022276a.jpg']",CG022276 Obsolete Denom: $1 Issued: 1956 Last Update: 2018-06-23 Color: Yellow Inserts: 3-Navy Mold: SmKey Inlay: HS-GOLD Catalog#: N7079 Contributed by: Gene Lonstein Updated by: Fred DeKeyser Show
['http://themogh.org/cg_pix/nv/138040.jpg'],CG138040 Obsolete Denom: $1 Issued: 1956 Added: 2014-12-06 Last Update: 2023-02-26 Color: White Mold: SmKey Inlay: HS-GOLD Logo: NB Catalog#: D2444 Contributed by: Pat Fricke NB (Norval & Bailey) Show
['http://themogh.org/cg_pix/nv/138041.jpg'],CG138041 Obsolete Denom: $5 Issued: 1956 Added: 2014-12-06 Last Update: 2023-02-26 Color: Maroon Mold: SmKey Inlay: HS-GOLD Logo: NB Catalog#: D2445 Contributed by: Pat Fricke NB (Norval & Bailey) Show
['http://themogh.org/cg_pix/nv/26395.jpg'],CG026395 Obsolete Denom: $5 Issued: 3/8/1960 Added: 2010-11-28 Last Update: 2023-02-26 Color: Gray Inserts: 3-Red Mold: SmKey Inlay: R-WHITE Logo: Boot Quantity: 1000 Catalog#: N7106 Contributed by: Mike Quinlivan Show
"['http://themogh.org/cg_pix/nv/202712.jpg', 'http://themogh.org/cg_pix/nv/202712a.jpg']",CG202712 Obsolete Denom: $25 Added: 2018-06-23 Color: Black Inserts: 3 Lavender Mold: SmKey Inlay: HS Gold Catalog#: N7088 Contributed by: Fred DeKeyser Show
[],
[],
