image_urls,chip_info
['http://themogh.org/cg_pix/nv/33386.jpg'],CG033386 Obsolete Denom: $5 Issued: 1953 Added: 2011-03-14 Last Update: 2012-02-26 Color: BLACK Mold: ZigZag Inlay: HS-GOLD Catalog#: N0002 Contributed by: James Campiglia Show
[],
