image_urls,chip_info
[],CG127614 Current Denom: 25¢ Issued: 1988 Added: 2014-05-20 Last Update: 2022-04-01 Color: Purple Mold: H&C (SCV) Inlay: HS-Gold Catalog#: N3051 Large Ball on 2 & 5 Show
['http://themogh.org/cg_pix/nv/39322.jpg'],CG039322 Current Denom: 25¢ Issued: 1990s Added: 2011-07-12 Last Update: 2022-04-01 Color: Purple Mold: H&C (SCV) Inlay: HS-Gold Catalog#: V2044 Contributed by: Ross Poppel Small Ball on 2 & 5 Show
['http://themogh.org/cg_pix/nv/39323.jpg'],CG039323 Current Denom: 50¢ Issued: 1988 Added: 2011-07-12 Last Update: 2022-04-01 Color: Yellow Mold: H&C (SCV) Inlay: HS-Gold Catalog#: N2997 Contributed by: Ross Poppel Show
['http://themogh.org/cg_pix/nv/s/19730.jpg'],CG019730 Obsolete Denom: $1 Issued: 1992 Last Update: 2022-07-22 Color: Blue Mold: H&C (LCV) Inlay: HS-GOLD Catalog#: N2821.L Contributed by: Luke Rapley Show
['http://themogh.org/cg_pix/nv/13630.jpg'],CG013630 Obsolete Denom: $1 Issued: 1997 Last Update: 2022-07-22 Color: Blue Mold: H&C (SCV) Inlay: HS-Gold Catalog#: N2821.S Contributed by: Terry Shaffer Show
['http://themogh.org/cg_pix/nv/18051.jpg'],CG018051 Obsolete Denom: $1 Issued: 2007 Last Update: 2022-07-22 Color: Blue Mold: H&C (RHC) Inlay: HS-GOLD Logo: Sports Casino 2007 Catalog#: E5887 Contributed by: Justin Kelley Show
['http://themogh.org/cg_pix/nv/39324.jpg'],CG039324 Current Denom: $5 Issued: 1988 Added: 2011-07-12 Last Update: 2022-04-01 Color: Red Inserts: 4 Blue Mold: H&C (SCV) Inlay: R-White Catalog#: N2329 Contributed by: Ross Poppel Show
['http://themogh.org/cg_pix/nv/71878.jpg'],CG071878 Current Denom: $25 Issued: 1988 Added: 2012-04-20 Last Update: 2022-04-01 Color: Green Inserts: 3 White/Yellow Mold: H&C (SCV) Inlay: HUB-White Catalog#: N2522 Contributed by: Terry Shaffer Show
['http://themogh.org/cg_pix/nv/127615.jpg'],"CG127615 Current Denom: $100 Issued: 1988 Added: 2017-09-04 Last Update: 2017-09-04 Color: Black Inserts: 4 Blue, 4 White Mold: H&C (SCV) Inlay: COG-White Catalog#: V7368 Contributed by: David Sarles Show"
['http://themogh.org/cg_pix/nv/218198.jpg'],"CG218198 Current Denom: $100 Issued: 1988 Added: 2019-01-08 Last Update: 2019-01-09 Color: Black Inserts: 4 Blue, 4 White Mold: H&C (SCV) Inlay: COG-White Catalog#: V7368.C Contributed by: Doug Balduini Canceled Show"
[],
