image_urls,chip_info,issue_date,is_obsolete,has_valid_image
"['http://themogh.org/cg_pix/nv/s/20234.jpg', 'http://themogh.org/cg_pix/nv/s/20234a.jpg']",CG020234 Show Casinos Current Denom: $1 Issued: 1970s Last Update: 2014-02-14 Color: NAVY Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N2828 Contributed by: Ron Clewell Show,2014-02-14,False,True
"['http://themogh.org/cg_pix/nv/146093.jpg', 'http://themogh.org/cg_pix/nv/146093a.jpg']",CG146093 Show Casinos Current Denom: $25 Added: 2015-07-04 Color: Green Mold: H&C (SCV) Inlay: HS Gold Catalog#: V3839 Contributed by: Alex Cilento Show,2015-07-04,False,True
