image_urls,chip_info
['http://themogh.org/cg_pix/nv/202675.jpg'],CG202675 Obsolete Added: 2018-06-23 Last Update: 2018-06-23 Color: Peach/Green Inserts: 1/2 And 1/2 Mold: DieCar Catalog#: NotInTCR Contributed by: Gene Trimble Peach Tail Show
['http://themogh.org/cg_pix/nv/105133.jpg'],CG105133 Obsolete Added: 2013-05-27 Last Update: 2014-08-06 Color: Beige Inserts: 3 Red Mold: Nevada Catalog#: NotInTCR Contributed by: Barry Hauptman Show
['http://themogh.org/cg_pix/nv/105134.jpg'],CG105134 Obsolete Added: 2013-05-27 Last Update: 2014-08-06 Color: Black Inserts: 3 Green Mold: Nevada Catalog#: NotInTCR Contributed by: Barry Hauptman Show
['http://themogh.org/cg_pix/nv/105135.jpg'],CG105135 Obsolete Added: 2013-05-27 Last Update: 2014-08-06 Color: Green Inserts: 3 Red Mold: Nevada Catalog#: NotInTCR Contributed by: Barry Hauptman Show
['http://themogh.org/cg_pix/nv/105136.jpg'],CG105136 Obsolete Added: 2013-05-27 Last Update: 2014-08-06 Color: Purple Inserts: 3 White Mold: Nevada Catalog#: NotInTCR Contributed by: Barry Hauptman Show
['http://themogh.org/cg_pix/nv/202672.jpg'],CG202672 Obsolete Added: 2018-06-23 Color: Beige Mold: Nevada Catalog#: NotInTCR Contributed by: Gene Trimble Show
['http://themogh.org/cg_pix/nv/202673.jpg'],CG202673 Obsolete Added: 2018-06-23 Color: Blue Mold: Nevada Catalog#: NotInTCR Contributed by: Gene Trimble Show
['http://themogh.org/cg_pix/nv/202674.jpg'],CG202674 Obsolete Added: 2018-06-23 Color: Black Mold: Nevada Catalog#: NotInTCR Contributed by: Gene Trimble Show
['http://themogh.org/cg_pix/nv/105132.jpg'],CG105132 Obsolete Denom: $5 Added: 2013-05-27 Last Update: 2014-08-06 Color: Mustard Mold: Nevada Inlay: HS Gold Catalog#: NotInTCR Contributed by: Barry Hauptman Show
[],
