image_urls,chip_info,issue_date,is_obsolete
['http://themogh.org/cg_pix/nv/295995.jpg'],CG295995 Current Denom: $1 Issued: 2019 Added: 2022-11-29 Last Update: 2023-02-26 Color: Blue Inserts: 4-Dark Gray 4-Peach Mold: H&C (LCV) Inlay: OR-LT BLUE Logo: CC Catalog#: D2944 Contributed by: Shungo Okubo Show,2022-11-29,False
"['http://themogh.org/cg_pix/nv/266537.jpg', 'http://themogh.org/cg_pix/nv/266537a.jpg']",CG266537 Current Denom: $5 Issued: 2009 Added: 2021-06-03 Color: Red/Pink Inserts: 3 Gray Mold: H&C (SCV) Inlay: HUB-WHITE Logo: Clown Catalog#: E8977.C Contributed by: David Sarles Drilled and Notched Show,2021-06-03,False
