image_urls,chip_info
"['http://themogh.org/cg_pix/nv/190298.jpg', 'http://themogh.org/cg_pix/nv/190298a.jpg']",CG190298 Obsolete Denom: $5 Issued: 1949 Added: 2017-12-18 Color: Lavender Mold: LCrown Inlay: HS-Gold Logo: 93 Club Quantity: 200 Catalog#: N4943 Contributed by: David Sarles Show
[],
[],
