image_urls,chip_info
"['http://themogh.org/cg_pix/nv/129410.jpg', 'http://themogh.org/cg_pix/nv/129410a.jpg']",CG129410 Obsolete Denom: 50¢ Issued: 1940 Added: 2014-06-12 Last Update: 2014-06-12 Color: Beige Mold: SqSqRt Inlay: HS Gold Catalog#: E6878 Contributed by: Doug Deems Show
"['http://themogh.org/cg_pix/nv/45172.jpg', 'http://themogh.org/cg_pix/nv/45172a.jpg']",CG045172 Obsolete Denom: $5 Issued: 1940 Added: 2011-09-29 Last Update: 2012-02-26 Color: BLACK Mold: SqSqRt Inlay: HS-GOLD Catalog#: N7620 Contributed by: Alex Cilento Show
[],
[],
