image_urls,chip_info,issue_date,is_obsolete,has_valid_image
"['http://themogh.org/cg_pix/nv/87216.jpg', 'http://themogh.org/cg_pix/nv/87216a.jpg']",CG087216 Current Denom: $5 Issued: 1980s Added: 2012-07-12 Last Update: 2012-07-12 Color: Red Mold: H&C (SCV) Inlay: HS Gold Catalog#: V3923 Contributed by: Richard Jezeski Show,2012-07-12,False,True
"['http://themogh.org/cg_pix/nv/112781.jpg', 'http://themogh.org/cg_pix/nv/112781a.jpg']",CG112781 Current Denom: $25 Issued: 1980s Added: 2013-07-29 Last Update: 2013-07-29 Color: Green Mold: H&C (SCV) Inlay: HS Gold Catalog#: V3924 Contributed by: Richard Huber Show,2013-07-29,False,True
