image_urls,chip_info
['http://themogh.org/cg_pix/nv/121167.jpg'],CG121167 Obsolete Issued: 1994 Added: 2014-01-26 Last Update: 2016-02-15 Color: Blue Mold: H&C (SCV) Inlay: OOR-Blue Logo: Horse Wreaths Catalog#: E9746 Contributed by: Barry Hauptman Show
['http://themogh.org/cg_pix/nv/294395.jpg'],CG294395 Obsolete Issued: 1994 Added: 2022-10-28 Last Update: 2022-11-01 Color: Blue Mold: H&C (SCV) Inlay: OOR-Blue Logo: Horse Wreaths Catalog#: E9746.c Contributed by: Barry Hauptman Show
['http://themogh.org/cg_pix/nv/140258.jpg'],CG140258 Obsolete Denom: $10 Added: 2015-03-08 Last Update: 2015-03-08 Color: Black Mold: H&C (SCV) Catalog#: E9344 Contributed by: Lee O'Dell Show
['http://themogh.org/cg_pix/nv/140259.jpg'],CG140259 Obsolete Denom: $10 Added: 2015-03-08 Last Update: 2016-02-15 Color: Orange Mold: H&C (SCV) Inlay: OOR-Yellow Logo: Horse Wreaths Catalog#: E9346 Contributed by: Lee O'Dell Show
['http://themogh.org/cg_pix/nv/157348.jpg'],CG157348 Obsolete Denom: $10 Added: 2016-02-15 Last Update: 2016-02-15 Color: Red Mold: H&C (SCV) Inlay: OOR-Yellow Logo: Horse Wreaths Catalog#: NotInTCR Contributed by: Barry Hauptman Show
['http://themogh.org/cg_pix/nv/215068.jpg'],CG215068 Obsolete Denom: $10 Added: 2018-11-09 Color: Black Mold: H&C (SCV) Catalog#: E9344.C Contributed by: Tom Deason Topless Bar Entry Chip with denomination blacked out Show
['http://themogh.org/cg_pix/nv/114900.jpg'],CG114900 Obsolete Denom: $10 Issued: 1994 Added: 2013-09-07 Last Update: 2014-06-11 Color: White Mold: H&C (SCV) Inlay: OOR-Yellow Catalog#: E9347 Contributed by: Marshall Choy Show
['http://themogh.org/cg_pix/nv/121166.jpg'],CG121166 Obsolete Denom: 10 Issued: 1994 Added: 2014-01-26 Last Update: 2015-03-08 Color: Black Mold: H&C (SCV) Inlay: OOR-Yellow Catalog#: D1779 Contributed by: Barry Hauptman Show
['http://themogh.org/cg_pix/nv/294285.jpg'],CG294285 Obsolete Denom: $20 Added: 2022-10-25 Last Update: 2022-10-28 Color: Yellow Inserts: None Mold: H&C (LCV) Mftr: Paulson Inlay: R-Pink Catalog#: TCR E9350M Contributed by: Barry Hauptman Show
['http://themogh.org/cg_pix/nv/140260.jpg'],CG140260 Obsolete Denom: $20 Added: 2015-03-08 Last Update: 2020-04-22 Color: Gold Mold: H&C (SCV) Catalog#: V2317 Contributed by: Lee O'Dell Updated by: Tom Deason Updated image Show
['http://themogh.org/cg_pix/nv/105150.jpg'],CG105150 Obsolete Denom: $20 Issued: 1994 Added: 2013-05-27 Last Update: 2016-02-15 Color: Yellow Mold: H&C (SCV) Inlay: OOR-Pink Logo: Horse Wreaths Catalog#: E9350 Contributed by: Barry Hauptman Entry chip Show
['http://themogh.org/cg_pix/nv/239841.jpg'],CG239841 Obsolete Denom: $20 Issued: 1994 Added: 2020-04-22 Last Update: 2021-05-06 Color: Green Mold: H&C (SCV) Inlay: OOR-Pink Catalog#: E9349 Contributed by: Tom Deason Show
[],
