image_urls,chip_info
['http://themogh.org/cg_pix/nv/22268.jpg'],CG022268 Obsolete Denom: $1 Issued: 1953 Last Update: 2012-09-01 Color: Brn-Orange Mold: Rectl Inlay: HS-GOLD Catalog#: N1320 Contributed by: Luke Rapley Show
[],
[],
