image_urls,chip_info
['http://themogh.org/cg_pix/nv/13047.jpg'],CG013047 Obsolete Denom: $1 Issued: 2003 Last Update: 2018-11-29 Color: White Mold: Plain Inlay: Linen Logo: Lady with can Catalog#: E0168 Contributed by: Greg Susong Las Vegas Show
['http://themogh.org/cg_pix/nv/13867.jpg'],CG013867 Current Denom: $1 Issued: 2003 Last Update: 2018-11-29 Color: White Mold: Plain Inlay: Linen Logo: Lady with can Catalog#: E0169 Contributed by: Greg Susong N. Las Vegas Show
"['http://themogh.org/cg_pix/nv/174798.jpg', 'http://themogh.org/cg_pix/nv/174798a.jpg']",CG174798 Current Denom: $1 Issued: 12/20/2016 Added: 2017-01-06 Last Update: 2020-12-17 Color: Pumpkin Mold: Boyd Inlay: OR-MULTI Logo: B Connected Catalog#: D2480 Contributed by: Jim Follis Show
"['http://themogh.org/cg_pix/nv/174799.jpg', 'http://themogh.org/cg_pix/nv/174799a.jpg']",CG174799 Current Denom: $5 Issued: 12/20/2016 Added: 2017-01-06 Last Update: 2020-12-17 Color: Red Inserts: 4 Navy Mold: Boyd Inlay: R-WHITE Catalog#: D2481 Contributed by: Jim Follis Show
['http://themogh.org/cg_pix/nv/037496.jpg'],"CG037496 Obsolete Denom: $5 Issued: 2003 Added: 2011-05-30 Last Update: 2019-08-24 Color: Red Mold: Plain Mftr: BG Inlay: Linen Catalog#: E0172 Contributed by: Brian ""Mr. Splashbar"" Cashman Lady Holding Can Show"
['http://themogh.org/cg_pix/nv/041689.jpg'],CG041689 Obsolete Denom: $25 Issued: 2003 Added: 2011-08-21 Last Update: 2019-08-24 Color: Green Mold: Plain Mftr: BG Inlay: Linen Catalog#: E0173 Contributed by: Ross Poppel Lady Holding Can Show
"['http://themogh.org/cg_pix/nv/174800.jpg', 'http://themogh.org/cg_pix/nv/174800a.jpg']",CG174800 Current Denom: $25 Issued: 12/20/2016 Added: 2017-01-06 Last Update: 2020-12-17 Color: Green Inserts: 4 Yellow Mold: Boyd Inlay: R-WHITE Catalog#: D2482 Contributed by: Jim Follis Show
"['http://themogh.org/cg_pix/nv/174876.jpg', 'http://themogh.org/cg_pix/nv/174876a.jpg']",CG174876 Obsolete Denom: $100 Issued: 12/20/2016 Added: 2017-01-11 Last Update: 2020-12-17 Color: Black Inserts: 4 Gray Mold: Boyd Inlay: R-WHITE Catalog#: D2483 Contributed by: Ricky Pushkin Show
['http://themogh.org/cg_pix/nv/130799.jpg'],CG130799 Obsolete Denom: $100 Issued: 2003 Added: 2017-01-06 Last Update: 2019-08-25 Color: Black Mold: Plain Mftr: BG Inlay: Linen Catalog#: E0174 Lady Holding Can Show
['http://themogh.org/cg_pix/nv/130800.jpg'],CG130800 Obsolete Denom: $500 Issued: 2003 Added: 2017-05-04 Last Update: 2019-08-25 Color: Purple Mold: Plain Mftr: BG Inlay: Linen Catalog#: E0175.C Contributed by: David Sarles Lady Holding Can Show
[],
