image_urls,chip_info
['http://themogh.org/cg_pix/nv/s/20649.jpg'],CG020649 Obsolete Denom: $1 Issued: 1972 Last Update: 2020-12-28 Color: Mustard Inserts: 3-Orange Mold: Horshu Inlay: R-WHITE/GREY Logo: Covered Wagon Quantity: 1000 Catalog#: N4379 Contributed by: Charles Kaplan Chip Order Cards show lists Yellow chip color with three Day-Glo Orange inserts. Show
[],CG139060 Current Denom: $1 Issued: 1989 Added: 2015-01-20 Color: BLUE Inserts: 3-Navy 3-White Mold: House Inlay: R-BLACK/YELLOW Logo: Stagecoach Catalog#: N4965 VERDI (No NV). Show
['http://themogh.org/cg_pix/nv/18716.jpg'],"CG018716 Current Denom: $1 Issued: 1989 Last Update: 2016-10-01 Color: Blue Inserts: 3-Navy 3-White Mold: House Inlay: R-BLACK/YELLOW Logo: Stagecoach Catalog#: N4965.1 Contributed by: Greg Susong VERDI, NV Show"
['http://themogh.org/cg_pix/nv/20529.jpg'],CG020529 Current Denom: $1 Issued: 1997 Last Update: 2014-03-24 Color: BLUE Inserts: 3-Navy 3-White Mold: H&C (SCV) Inlay: R-BLACK/YELLOW Logo: Stagecoach Catalog#: N9369 Contributed by: Greg Susong $ even with bill of 1 Show
['http://themogh.org/cg_pix/nv/04925.jpg'],CG004925 Current Denom: $1 Issued: 1997 Last Update: 2014-03-24 Color: BLUE Inserts: 3-Navy 3-White Mold: H&C (SCV) Inlay: R-BLACK/YELLOW Logo: Stagecoach Catalog#: N9369.1 Contributed by: Greg Susong $ below bill of 1 Show
['http://themogh.org/cg_pix/nv/164855.jpg'],CG164855 Current Series: 216 Denom: $1 Issued: 2016 Added: 2016-06-18 Last Update: 2020-05-16 Color: Sky Blue Inserts: 2-Dark Blue Mold: H&C (RHC) Inlay: OR-BLUE Catalog#: TCR# D2326 Contributed by: Curt Squires Show
['http://themogh.org/cg_pix/nv/164856.jpg'],CG164856 Current Series: 216 Denom: $5 Issued: 2016 Added: 2016-06-18 Last Update: 2016-06-18 Color: Red Inserts: 3 White/Yellow Mold: H&C (RHC) Inlay: OR-Multi Catalog#: NotInTCR Contributed by: Curt Squires Show
['http://themogh.org/cg_pix/nv/87077.jpg'],CG087077 Current Denom: $5 Issued: 1967 Added: 2012-07-08 Last Update: 2014-06-10 Color: Brown Inserts: 3 Orange Mold: Horshu Inlay: R-White/Gray Logo: Stagecoach Catalog#: N4378 Contributed by: Brian Meath Show
['http://themogh.org/cg_pix/nv/41035.jpg'],"CG041035 Current Denom: $5 Issued: 1975 Added: 2011-08-12 Last Update: 2014-06-10 Color: RED Inserts: 3 Pink, 3 White Mold: House Inlay: R-BLACK/YEL Logo: Stagecoach Catalog#: N4614 Contributed by: Terry Shaffer No Verdi, NV Show"
['http://themogh.org/cg_pix/nv/72681.jpg'],"CG072681 Current Denom: $5 Issued: 1989 Added: 2012-04-28 Last Update: 2014-06-10 Color: RED Inserts: 3 Pink, 3 White Mold: House Inlay: R-BLACK/YEL Logo: Stagecoach Catalog#: N4966 Contributed by: Terry Shaffer Verdi, NV Show"
['http://themogh.org/cg_pix/nv/73435.jpg'],"CG073435 Current Denom: $5 Issued: 1996 Added: 2012-05-08 Last Update: 2014-06-10 Color: RED Inserts: 3 Pink, 3 White Mold: H&C (SCV) Inlay: R-BLACK/YEL Logo: Stagecoach Catalog#: N8021 Contributed by: Terry Shaffer Verdi, NV Show"
['http://themogh.org/cg_pix/nv/292117.jpg'],"CG292117 Current Denom: $5 Issued: 1975 Added: 2022-09-14 Color: Red Inserts: 3 Pink, 3 White Mold: House Inlay: R-BLACK/YEL Logo: Stagecoach Catalog#: N4614.C Contributed by: Greg Ikemoto No Verdi, NV - Notched and Drilled Show"
['http://themogh.org/cg_pix/nv/164857.jpg'],"CG164857 Current Series: 216 Denom: $25 Issued: 2016 Added: 2016-06-18 Last Update: 2016-06-18 Color: Green Inserts: 4 Blue, 4 Peach Mold: H&C (RHC) Inlay: OR-Multi Catalog#: NotInTCR Contributed by: Curt Squires Show"
[],CG128977 Current Denom: $25 Issued: 1967 Added: 2014-06-10 Last Update: 2014-06-10 Color: Black Inserts: 3 Orange Mold: Horshu Inlay: R-White/Gray Logo: Stagecoach Catalog#: N4376 Show
['http://themogh.org/cg_pix/nv/128978.jpg'],CG128978 Current Denom: $25 Issued: 1975 Added: 2014-06-10 Last Update: 2014-12-20 Color: Green Inserts: 3ylw/Blu Mold: House Inlay: SCA-Black/red Logo: Stagecoach Catalog#: V2167 Contributed by: Steve Clark No VERDI Show
