image_urls,chip_info
['http://themogh.org/cg_pix/nv/11719.jpg'],CG011719 Current Denom: $1 Issued: 2000 Last Update: 2019-09-05 Color: White Mold: Plain Mftr: Chipco Inlay: FG Logo: Arizona Charlie Catalog#: V3669 Contributed by: Greg Susong Show
['http://themogh.org/cg_pix/nv/17195.jpg'],CG017195 Current Denom: $1 Issued: 2006 Last Update: 2014-02-25 Color: White Inserts: 1-Purple-V 1-Turq-V Mold: H&C (RHC) Inlay: OR-MULTI-WG Logo: Boulder Catalog#: E6191 Contributed by: Greg Susong Show
['http://themogh.org/cg_pix/nv/100372.jpg'],CG100372 Current Denom: $1 Issued: 2013 Added: 2013-03-23 Last Update: 2015-01-20 Color: White Inserts: 1-Purple-V 1-Turquoise-V Mold: H&C (SCV) Inlay: R-MULTI Logo: Boulder Catalog#: D1032 Contributed by: Ross Poppel Show
"['http://themogh.org/cg_pix/nv/101915.jpg', 'http://themogh.org/cg_pix/nv/101915a.jpg']",CG101915 Current Denom: $1 Issued: 2013 Added: 2013-04-24 Last Update: 2015-01-20 Color: White Inserts: 1-Purple-V 1-Turquoise-V Mold: H&C (LCV/SCV) Inlay: R-MULTI Logo: Boulder Catalog#: D1032 Show
['http://themogh.org/cg_pix/nv/100301.jpg'],CG100301 Current Denom: $1 Issued: 2013 Added: 2013-03-21 Last Update: 2015-01-20 Color: White Inserts: 1-Purple-V 1-Turquoise-V Mold: H&C (LCV) Inlay: R-MULTI Logo: Boulder Catalog#: D1032 Contributed by: Don Tassie Show
['http://themogh.org/cg_pix/nv/37525.jpg'],CG037525 Current Denom: $2.50 Issued: 2000 Added: 2011-05-30 Last Update: 2019-09-28 Color: Yellow Mold: Plain Mftr: Chipco Inlay: FG Logo: Arizona Charlie Quantity: 2500 Catalog#: V3670 Contributed by: Ross Poppel Show
['http://themogh.org/cg_pix/nv/037526.jpg'],CG037526 Current Denom: $5 Issued: 2000 Added: 2011-05-30 Last Update: 2020-06-30 Color: Red Mold: Plain Mftr: Chipco Logo: Arizona Charlie Catalog#: V3672 Contributed by: Ross Poppel Updated by: Steve Clark Show
['http://themogh.org/cg_pix/nv/143902.jpg'],CG143902 Current Denom: $25 Issued: 2000 Added: 2020-07-09 Last Update: 2020-07-09 Color: Green Inserts: 3 sxs White Mold: Plain Mftr: Chipco Logo: Arizona Charlie Catalog#: V3673 Contributed by: Giuseppe LD Minafra Show
['http://themogh.org/cg_pix/nv/67827.jpg'],CG067827 Current Denom: $100 Issued: 2000 Added: 2012-03-16 Last Update: 2019-09-28 Color: Black Mold: Plain Mftr: Chipco Inlay: FG Logo: Charlie Catalog#: V3674 Contributed by: Bill Lange Show
['http://themogh.org/cg_pix/nv/103208.jpg'],CG103208 Current Denom: $500 Issued: 2000 Added: 2017-05-06 Last Update: 2019-09-28 Color: Purple Mold: Plain Mftr: Chipco Inlay: OOR-MULTI-FG Logo: pic Charlie Quantity: 500 Catalog#: V3675.C Contributed by: David Sarles Notched Show
[],
