image_urls,chip_info
['http://themogh.org/cg_pix/nv/57484.jpg'],CG057484 Obsolete Denom: 25¢ Added: 2011-12-11 Last Update: 2011-12-11 Color: Brown Mold: Nevada Inlay: HS-GOLD Catalog#: NotInTCR Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/39087.jpg'],CG039087 Obsolete Denom: 25¢ Issued: 1967 Added: 2011-07-10 Last Update: 2012-04-27 Color: Burnt Orange Mold: DieCar Inlay: HS-GOLD Catalog#: N1450 Contributed by: Terry Shaffer Show
['http://themogh.org/cg_pix/nv/057483.jpg'],CG057483 Obsolete Denom: 25¢ Issued: 1969 Added: 2011-12-11 Last Update: 2020-06-01 Color: Orange Mold: Nevada Inlay: HS-GOLD Catalog#: N1449 Contributed by: Alex Cilento Updated by: Roger Herman Show
['http://themogh.org/cg_pix/nv/57494.jpg'],CG057494 Obsolete Denom: 50¢ Issued: 1967 Added: 2011-12-11 Last Update: 2011-12-11 Color: Cream Mold: DieCar Inlay: HS Gold Catalog#: N1451 Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/57487.jpg'],CG057487 Obsolete Denom: 50¢ Issued: 1970s Added: 2011-12-11 Last Update: 2011-12-11 Color: Cream Mold: DieCar Inlay: HS Black Catalog#: V2250 Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/57495.jpg'],CG057495 Obsolete Denom: 50¢ Issued: 1970s Added: 2011-12-11 Last Update: 2011-12-11 Color: Cream Mold: Nevada Inlay: HS Gold Catalog#: E0199 Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/57493.jpg'],CG057493 Obsolete Denom: 50¢ Issued: 1973 Added: 2011-12-11 Last Update: 2011-12-11 Color: Cream Mold: Nevada Inlay: HS Black Catalog#: N1452 Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/s/19610.jpg'],CG019610 Obsolete Denom: $1 Issued: 1964 Last Update: 2015-06-11 Color: LT Gray Inserts: 4-Orange Mold: SCrown Inlay: OR-WHITE Quantity: 10000 Catalog#: N1446 Contributed by: Dick Bartley Show
['http://themogh.org/cg_pix/nv/s/19389.jpg'],CG019389 Obsolete Denom: $1 Issued: 1964 Last Update: 2014-03-29 Color: LT Gray Inserts: 4-Orange Mold: SCrown Inlay: OR-WHITE Catalog#: N1446.C Contributed by: Barry Hauptman Cancelled ZAB Show
['http://themogh.org/cg_pix/nv/73589.jpg'],CG073589 Obsolete Denom: $1 Issued: 1964 Added: 2012-05-09 Last Update: 2014-03-29 Color: LT Gray Inserts: 4-Orange Mold: SCrown Inlay: OR-WHITE Catalog#: N1446.C2 Contributed by: Robert Storks Cancelled B Show
