image_urls,chip_info,issue_date,is_obsolete
"['http://themogh.org/cg_pix/nv/264181.jpg', 'http://themogh.org/cg_pix/nv/264181a.jpg']",CG264181 Current Denom: $1 Issued: 2021 Added: 2021-04-13 Color: Lt Blue Inserts: 6 Blue Mold: Plain Mftr: Icon Inlay: OOR-Blue Logo: Logo Catalog#: NotInTCR Contributed by: Paul Biggs Icon trademark symbol (white) is higher. Show,2021-04-13,False
"['http://themogh.org/cg_pix/nv/311823.jpg', 'http://themogh.org/cg_pix/nv/311823a.jpg']",CG311823 Current Denom: $100 Issued: 2013 Added: 2023-12-26 Color: Black Inserts: 6 White/Red/White Mold: Plain Logo: Logo Catalog#: D1244 Contributed by: Shungo Okubo Show,2023-12-26,False
