image_urls,chip_info,issue_date,is_obsolete
"['http://themogh.org/cg_pix/nv/310693.jpg', 'http://themogh.org/cg_pix/nv/310693a.jpg']",CG310693 Current Denom: $1 Issued: 12/5/2023 Added: 2023-12-05 Last Update: 2024-01-03 Color: Grey Inserts: 2 Blue Mold: House Mftr: Angel/GPI/Paulson Inlay: R-Gray Contributed by: Jim Follis Same on both sides. Second image is under UV light source. Show,2023-12-05,False
"['http://themogh.org/cg_pix/nv/310694.jpg', 'http://themogh.org/cg_pix/nv/310694a.jpg']",CG310694 Current Denom: $2 Issued: 12/05/2023 Added: 2023-12-05 Last Update: 2023-12-06 Color: Hot Pink Inserts: 3 Gold Mold: House Mftr: Angel/GPI/Paulson Inlay: R-Grey Contributed by: Jim Follis Used only on Face Up Pai Gow Tables. Same on both sides. Second image is under UV light source. Show,2023-12-05,False
